Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize,Age_na,DriverRating_na
12,3,1,14,2,7,13,3,1,2,41.0,1,1,1,2,887,13,400,2.0,4,3,4,6,6,1,1,1,4,4,1,1994,1,1538.03715063056,False,False
6,2,4,3,2,7,7,2,2,2,53.0,1,3,2,2,890,6,400,4.0,4,3,3,6,7,1,1,1,3,4,1,1994,3,38028.3234430347,False,False
5,4,5,14,2,8,2,2,2,2,48.0,1,2,1,1,891,6,400,4.0,4,3,4,6,7,1,1,1,4,4,1,1994,2,6241.31104243358,False,False
1,3,2,7,2,6,2,3,2,2,31.0,2,1,1,1,892,5,400,2.0,4,3,4,4,5,1,1,1,4,4,1,1994,1,2048.03290876712,False,False
3,1,2,7,2,6,4,4,1,2,51.0,2,2,1,5,893,8,400,2.0,4,3,4,5,7,1,1,1,3,4,1,1994,2,5023.60263933372,False,False
10,2,3,10,2,2,11,3,1,2,45.0,2,1,1,1,894,13,400,2.0,4,3,4,5,6,1,1,1,1,4,1,1994,1,5208.7700432695,False,False
5,4,5,13,1,6,5,1,2,2,24.0,1,2,1,2,895,12,400,1.0,4,3,2,4,4,1,1,1,3,4,1,1994,2,57741.2151418431,False,False
10,3,6,7,2,8,4,3,2,2,29.0,2,2,1,5,896,16,400,2.0,4,3,4,6,5,1,1,1,4,4,1,1994,2,4137.81891365399,False,False
2,2,3,14,2,7,3,3,2,3,30.0,2,1,1,1,898,2,400,1.0,4,3,4,5,5,1,1,1,2,4,1,1994,1,6887.93661588742,False,False
2,3,4,19,2,3,3,4,2,2,50.0,2,2,1,3,899,6,400,1.0,4,3,2,7,7,1,1,1,4,4,1,1994,2,51208.1874406152,False,False
5,5,1,14,1,3,6,5,2,3,26.0,1,1,1,3,901,7,400,1.0,4,3,4,5,5,1,1,1,4,4,1,1994,1,693.511546408115,False,False
5,5,1,18,2,8,5,1,2,2,49.0,2,2,1,1,902,16,400,2.0,4,3,2,6,7,1,1,1,4,4,1,1994,2,8844.7734779578,False,False
9,2,4,18,2,2,10,2,1,2,41.0,2,2,1,1,903,11,400,3.0,4,3,1,5,6,1,1,1,4,4,3,1994,2,1482.23354289753,False,False
5,5,1,18,2,2,5,2,2,2,61.0,1,1,1,1,906,13,400,1.0,4,3,2,7,8,1,1,1,4,4,1,1994,1,3785.44318465553,False,False
11,1,4,10,2,2,11,3,2,3,28.0,1,2,1,1,907,11,400,2.0,4,3,3,6,5,1,1,1,4,4,1,1994,2,10853.3706041502,False,False
2,4,1,10,1,7,3,5,2,2,44.0,2,1,1,2,908,7,400,2.0,4,3,4,6,6,1,1,1,3,4,1,1994,1,8475.48109424665,False,False
2,3,1,7,2,2,3,3,2,2,43.0,1,2,1,2,909,12,400,1.0,4,3,2,6,6,1,1,1,4,4,1,1994,2,51093.7702923331,False,False
5,5,1,18,2,7,5,1,2,2,57.0,1,1,1,1,911,16,400,2.0,4,3,2,7,8,1,1,1,3,1,1,1994,1,4830.46847179343,False,False
1,3,7,10,2,7,10,3,1,2,37.0,1,3,2,1,912,2,400,1.0,4,3,2,6,6,1,1,1,4,4,1,1994,3,2842.18316083744,False,False
1,3,6,3,2,7,2,3,1,1,41.0,1,2,1,1,913,7,400,2.0,4,3,2,6,6,1,1,1,3,4,1,1994,2,1475.05978498928,False,False
1,5,1,3,2,2,2,5,2,3,31.0,1,3,2,6,914,6,400,3.0,4,3,3,5,5,1,1,1,2,4,1,1994,3,51938.4900078071,False,False
9,2,2,7,2,3,10,2,2,2,44.0,1,3,2,2,915,9,400,2.0,4,3,3,6,6,1,1,1,4,4,1,1994,3,86532.6719965174,False,False
9,2,5,10,2,7,10,3,1,3,26.0,1,3,2,1,916,5,400,3.0,4,3,1,4,5,1,1,1,4,4,1,1994,3,2835.64945533333,False,False
9,4,6,7,2,7,10,4,2,3,0.0,1,3,2,6,918,7,400,1.0,4,3,2,8,1,1,1,1,4,4,1,1994,3,52942.992707335,False,False
9,4,1,14,1,7,8,2,2,2,62.0,2,2,1,1,919,9,500,3.0,4,3,2,7,8,1,1,1,4,2,1,1994,2,8567.77074522021,False,False
9,5,6,3,2,8,8,1,2,2,41.0,1,3,2,2,920,6,400,1.0,4,3,2,6,6,1,1,1,1,4,1,1994,3,50653.9104489891,False,False
7,1,7,14,2,2,8,1,2,2,60.0,1,1,1,1,921,14,400,2.0,4,3,2,7,8,1,1,1,2,4,1,1994,1,1486.54549333366,False,False
6,3,1,7,2,3,3,1,1,2,45.0,2,5,2,6,924,11,400,4.0,4,3,1,4,6,1,1,1,4,4,1,1994,2,99266.018953626,False,False
10,1,7,7,2,8,11,2,2,2,54.0,1,3,2,1,925,7,400,4.0,4,3,2,7,7,1,1,1,4,3,2,1994,3,7182.01342453541,False,False
10,1,5,18,2,3,4,2,2,2,47.0,2,2,1,1,926,14,400,2.0,4,3,2,6,7,1,1,1,1,4,1,1994,2,9126.37397359595,False,False
8,4,6,18,2,2,9,4,2,2,58.0,1,2,1,1,928,8,400,2.0,4,3,4,7,8,1,1,1,4,4,1,1994,2,6744.66329311836,False,False
8,4,1,14,2,2,9,4,2,2,26.0,1,2,1,1,929,7,400,1.0,4,3,1,6,5,1,1,1,1,4,1,1994,2,1568.19269746411,False,False
7,3,4,14,1,7,7,3,2,2,64.0,1,1,1,5,932,5,400,4.0,4,3,4,7,8,1,1,1,3,4,1,1994,1,5283.79373852092,False,False
7,4,1,10,2,7,3,1,2,2,36.0,2,1,1,1,933,16,400,1.0,4,3,1,6,6,1,1,1,2,4,1,1994,1,1589.98912206289,False,False
6,2,6,18,2,8,7,2,2,2,64.0,2,3,2,2,934,3,400,2.0,4,3,4,7,8,1,1,1,3,4,1,1994,3,2376.59750223463,False,False
6,2,5,14,2,2,7,4,1,2,38.0,2,1,1,1,935,2,400,3.0,4,3,4,7,6,1,1,1,4,4,1,1994,1,6529.23712974463,False,False
6,4,6,7,2,8,7,4,2,2,34.0,2,2,1,1,936,8,400,4.0,4,3,2,5,5,1,1,1,1,4,1,1994,2,2949.68572332269,False,False
5,5,3,3,2,6,5,2,2,2,35.0,1,1,1,1,937,14,400,4.0,4,3,1,4,5,1,1,1,4,4,1,1994,1,9420.04404163522,False,False
6,5,2,18,2,8,3,1,2,3,28.0,1,2,1,5,938,14,400,4.0,4,3,1,5,5,1,1,1,3,4,1,1994,2,3726.58720527956,False,False
2,1,1,3,2,8,3,3,1,2,39.0,1,2,1,1,939,1,400,3.0,4,3,4,7,6,1,1,1,4,4,1,1994,2,9696.37455910615,False,False
11,5,3,10,2,8,11,2,2,2,41.0,2,1,1,1,940,8,400,4.0,4,3,2,6,6,1,1,1,1,4,1,1994,1,7415.65318434671,False,False
10,1,1,14,2,4,11,1,1,2,30.0,1,2,1,1,941,6,400,2.0,4,3,3,3,5,1,1,1,3,4,1,1994,2,42378.30328307,False,False
10,2,3,7,2,4,11,3,2,3,19.0,1,5,2,6,942,12,400,2.0,4,3,4,2,3,1,1,1,2,4,1,1994,2,56921.5264010553,False,False
5,5,4,16,1,7,5,2,2,2,59.0,2,1,1,2,944,3,400,4.0,4,3,2,7,8,1,1,1,2,4,3,1994,1,15395.4922557713,False,False
10,4,6,15,2,6,11,4,2,2,50.0,1,3,2,6,945,8,400,1.0,4,3,1,7,7,1,1,1,4,4,1,1994,3,86797.1844009993,False,False
5,5,4,10,1,2,9,4,2,2,46.0,1,1,1,1,946,6,400,3.0,4,3,2,4,7,1,1,1,1,3,2,1994,1,1260.69595763338,False,False
10,1,1,14,2,8,11,2,2,3,18.0,2,1,1,1,947,6,400,2.0,4,3,3,2,3,1,1,1,3,4,1,1994,1,12364.8662889601,False,False
10,1,7,18,2,3,11,3,2,2,64.0,1,3,2,2,948,6,400,3.0,4,3,2,6,8,1,1,1,2,4,1,1994,3,22322.1300491773,False,False
5,5,4,14,1,7,5,1,2,2,27.0,1,2,1,2,950,15,400,3.0,4,3,2,6,5,1,1,1,4,4,1,1994,2,26089.6288227567,False,False
2,1,1,18,2,3,3,2,2,3,42.0,1,3,2,1,951,7,400,3.0,4,3,2,6,6,1,1,1,1,4,1,1994,3,3098.11396274786,False,False
6,4,6,7,2,6,7,4,2,3,24.0,1,3,2,1,953,8,400,3.0,4,3,4,4,4,1,1,1,3,4,1,1994,3,5069.25488795499,False,False
6,4,2,7,2,8,7,4,2,2,59.0,1,3,2,1,954,1,400,3.0,4,3,4,7,8,1,1,1,3,4,1,1994,3,1670.56319328426,False,False
5,5,2,7,2,7,5,2,2,2,43.0,1,1,1,1,955,3,400,3.0,4,3,1,5,6,1,1,1,3,4,1,1994,1,1210.70620748119,False,False
6,3,2,6,2,8,7,3,2,2,46.0,2,2,1,6,956,12,400,1.0,4,3,2,7,7,1,1,1,3,4,1,1994,2,98545.3743385517,False,False
6,3,1,10,1,7,13,1,2,2,40.0,1,2,1,1,957,9,400,2.0,4,3,1,6,6,1,1,1,3,4,1,1994,2,3463.42728651651,False,False
7,3,1,6,2,6,8,4,2,2,49.0,2,2,1,4,958,3,400,4.0,4,3,2,7,7,1,1,1,3,4,1,1994,2,57166.7609536884,False,False
7,3,5,10,2,7,8,3,2,2,31.0,2,5,2,6,959,1,400,1.0,4,3,4,5,5,1,2,1,4,4,1,1994,2,74984.0270872715,False,False
5,5,2,18,2,7,5,1,2,2,35.0,1,1,1,1,961,7,400,3.0,1,2,4,6,5,1,1,1,4,4,1,1994,1,2873.86187154349,False,False
9,3,6,18,2,8,10,3,2,2,65.0,2,1,1,1,962,1,700,4.0,4,3,2,6,8,1,1,1,1,4,1,1994,1,5874.57844711957,False,False
1,1,2,14,2,7,2,1,2,2,72.0,1,2,1,2,963,9,400,2.0,4,3,1,7,9,1,1,1,4,4,1,1994,2,82211.8592620639,False,False
5,5,2,7,1,7,5,1,2,3,18.0,1,5,2,6,964,4,400,3.0,4,3,4,2,3,1,1,1,4,4,1,1994,2,59551.8920478471,False,False
8,5,1,7,2,3,2,1,2,2,60.0,2,3,2,1,966,7,400,1.0,4,3,3,6,8,1,1,1,4,4,1,1994,3,12019.2441333858,False,False
8,4,2,19,2,6,9,5,2,2,56.0,1,1,1,6,967,16,400,2.0,4,3,1,7,8,1,1,1,4,3,2,1994,1,85948.3355714786,False,False
8,4,5,4,1,6,9,4,2,2,51.0,2,2,1,2,969,16,400,4.0,4,3,4,7,7,1,1,1,3,4,1,1994,2,4297.48762567992,False,False
10,2,7,14,2,2,11,2,2,2,65.0,2,1,1,1,972,5,400,3.0,4,3,4,7,8,1,1,1,4,4,1,1994,1,3065.14098279941,False,False
10,1,4,1,2,3,11,4,2,3,30.0,1,2,1,2,973,7,400,4.0,4,3,4,5,5,1,1,1,4,4,1,1994,2,9512.00221593475,False,False
10,1,1,14,2,3,11,2,2,2,43.0,2,1,1,5,974,7,400,1.0,4,3,2,6,6,1,1,1,4,4,1,1994,1,974.291989789464,False,False
11,5,1,6,2,3,12,5,2,2,49.0,1,2,1,2,975,3,400,3.0,4,3,3,6,7,1,1,1,4,4,1,1994,2,12851.7645159135,False,False
11,4,6,18,2,8,12,4,2,2,31.0,1,3,2,1,976,4,400,1.0,4,3,4,4,5,1,1,1,2,4,1,1994,3,4015.92563007252,False,False
11,2,5,10,1,3,12,3,2,2,41.0,2,1,1,1,977,5,400,1.0,4,3,4,6,6,1,1,1,4,4,1,1994,1,5583.0945188325,False,False
11,2,2,7,1,7,12,3,2,2,53.0,1,3,2,2,978,4,400,1.0,4,3,2,7,7,1,1,1,2,4,1,1994,3,64194.6963515959,False,False
12,4,1,14,2,2,13,4,2,2,39.0,1,1,1,1,980,11,400,4.0,4,3,4,7,6,1,1,1,4,4,1,1994,1,7615.4658299751,False,False
12,2,4,7,2,6,13,3,1,2,63.0,1,3,2,1,981,16,400,4.0,4,3,4,7,8,1,1,1,2,4,1,1994,3,865.54166054657,False,False
2,2,1,10,2,7,13,3,2,2,38.0,1,2,1,2,983,16,400,3.0,4,3,4,6,6,1,1,1,4,4,1,1994,2,5931.44289158572,False,False
4,1,7,7,2,7,5,3,2,3,29.0,2,1,1,6,985,13,400,4.0,4,3,4,8,5,1,1,1,4,4,3,1994,1,51716.5707685485,False,False
6,2,4,14,2,8,7,2,2,3,26.0,1,3,2,2,986,8,400,2.0,4,3,3,5,5,1,1,1,4,4,1,1994,3,50211.569710764,False,False
6,2,5,18,2,7,7,2,2,2,40.0,1,3,2,1,987,1,400,1.0,4,3,4,6,6,1,1,1,3,4,1,1994,3,2350.50025053248,False,False
7,4,3,14,2,3,8,4,1,3,33.0,1,2,1,2,988,2,400,1.0,4,3,2,4,5,1,1,1,3,3,2,1994,2,53184.4673431935,False,False
7,1,7,14,2,3,8,1,2,2,47.0,1,1,1,1,992,1,400,3.0,4,3,2,5,7,1,1,1,4,4,1,1994,1,9643.17863821785,False,False
9,5,2,14,2,6,8,1,2,3,30.0,2,1,1,1,993,11,700,3.0,4,3,4,6,5,1,1,1,3,4,1,1994,1,5158.82018482713,False,False
9,5,2,7,2,3,8,1,2,3,0.0,1,3,2,6,994,1,400,4.0,4,3,2,8,1,1,1,1,4,4,1,1994,3,85555.9162356059,False,False
9,5,2,18,2,6,8,1,2,2,40.0,2,3,2,2,995,11,400,1.0,4,3,1,6,6,1,1,1,2,4,1,1994,3,61377.7542273605,False,False
9,4,2,3,2,7,10,4,2,3,58.0,1,1,1,6,996,12,400,2.0,4,3,1,7,8,1,1,1,4,4,1,1994,1,55918.1283888816,False,False
4,1,7,14,1,2,5,1,2,2,31.0,1,1,1,1,999,6,400,2.0,4,3,4,6,5,1,1,1,2,4,1,1994,1,3614.45704046475,False,False
9,2,4,14,2,7,10,2,1,2,37.0,1,1,1,1,1001,3,400,4.0,4,3,1,6,6,1,1,1,3,4,1,1994,1,4746.45427819014,False,False
9,1,7,14,2,3,10,2,1,3,40.0,2,3,2,5,1002,9,400,3.0,4,3,2,6,6,1,1,1,4,1,1,1994,3,1275.98625212786,False,False
1,4,5,18,2,2,2,4,2,2,34.0,1,2,1,1,1004,2,400,4.0,4,3,1,6,5,1,1,1,3,4,1,1994,2,4022.11536376154,False,False
1,3,3,10,2,6,2,4,2,3,23.0,1,3,2,1,1005,15,400,4.0,4,3,2,5,4,1,1,1,4,4,1,1994,3,7646.18881974628,False,False
12,2,2,18,2,3,12,4,2,2,42.0,2,1,1,1,1007,6,400,2.0,4,3,4,7,6,1,1,1,4,4,1,1994,1,1659.02595535741,False,False
10,4,7,18,2,6,11,4,2,3,40.0,1,1,1,6,1008,14,400,3.0,4,3,1,6,6,1,1,1,4,4,1,1994,1,79417.3288217744,False,False
3,4,1,18,2,6,4,5,2,2,50.0,1,2,1,2,1009,10,400,1.0,4,3,4,6,7,1,1,1,3,3,2,1994,2,5096.59456511752,False,False
10,4,3,7,2,7,11,5,2,2,70.0,2,2,1,1,1010,2,400,4.0,4,3,1,7,9,1,1,1,4,4,1,1994,2,1649.87272830977,False,False
3,1,4,7,2,7,4,1,1,2,43.0,2,1,1,1,1011,16,400,4.0,4,3,4,6,6,1,1,1,3,4,1,1994,1,3588.60193627034,False,False
3,1,3,7,2,3,4,1,2,2,42.0,2,2,1,6,1012,1,400,2.0,4,3,1,7,6,1,1,1,3,4,1,1994,2,77167.2232461485,False,False
2,5,7,10,2,7,13,1,2,2,54.0,2,3,2,1,1013,15,400,3.0,4,3,2,7,7,1,1,1,4,4,1,1994,3,3350.29368151981,False,False
3,4,6,10,2,8,4,5,2,2,56.0,1,3,2,1,1015,7,400,3.0,4,3,2,7,8,1,1,1,4,4,1,1994,3,6259.72431957684,False,False
12,2,7,3,2,6,12,2,2,2,37.0,1,3,2,6,1016,9,400,4.0,4,3,4,7,6,1,1,1,4,4,1,1994,3,50099.5570573993,False,False
11,1,1,18,2,2,12,1,2,2,51.0,2,1,1,5,1017,13,400,2.0,4,3,4,7,7,1,1,1,3,4,1,1994,1,2046.52931500658,False,False
2,3,7,10,2,3,3,4,2,2,40.0,1,2,1,1,1018,15,400,1.0,4,3,2,4,6,1,1,1,3,4,1,1994,2,4427.23140982424,False,False
6,3,2,3,2,8,7,3,2,3,32.0,1,3,2,1,1020,5,400,1.0,4,3,3,4,5,1,1,1,2,4,1,1994,3,27177.5543562469,False,False
10,2,1,10,2,3,11,3,2,2,43.0,2,2,1,2,1021,5,500,4.0,4,3,1,7,6,1,1,1,4,2,1,1994,2,10508.8684331622,False,False
3,4,4,7,2,7,4,4,2,2,72.0,2,1,1,2,1022,6,400,1.0,4,3,1,6,9,1,1,1,4,4,1,1994,1,82762.9468963905,False,False
12,1,5,3,2,8,13,2,2,2,39.0,2,1,1,2,1023,6,400,2.0,4,3,1,6,6,1,1,1,4,4,1,1994,1,70530.6469514398,False,False
4,1,5,1,2,3,5,2,2,2,31.0,1,1,1,2,1024,1,700,1.0,4,3,2,6,5,1,1,1,1,4,1,1994,1,63535.6100346822,False,False
3,3,3,1,2,5,6,1,2,2,41.0,2,1,1,6,1025,4,400,1.0,4,3,2,7,6,1,1,1,3,4,1,1994,1,71748.162923114,False,False
3,2,4,18,2,3,4,2,2,2,36.0,1,3,2,2,1026,6,400,2.0,4,3,2,7,6,1,1,1,1,4,3,1994,3,63150.5978384061,False,False
12,5,5,10,2,8,12,3,2,3,19.0,1,2,1,1,1027,10,400,1.0,1,3,2,1,3,1,1,1,4,4,1,1994,2,1131.04420650779,False,False
4,1,5,3,2,4,2,1,2,2,36.0,2,1,1,1,1028,6,400,1.0,4,3,2,6,6,1,1,1,1,4,1,1994,1,5140.80686772325,False,False
4,2,5,18,2,3,5,3,1,2,39.0,1,3,2,1,1029,8,400,3.0,4,3,3,6,6,1,1,1,4,4,1,1994,3,27659.5894676569,False,False
4,1,4,14,2,8,5,2,2,2,50.0,1,3,2,1,1030,2,400,4.0,4,3,4,6,7,1,1,1,4,3,2,1994,3,8099.80598863437,False,False
5,5,3,7,2,7,6,5,2,2,32.0,1,3,2,6,1032,16,400,4.0,4,3,3,8,5,1,1,1,4,4,1,1994,3,98226.7866501589,False,False
4,1,1,10,2,4,5,1,1,2,26.0,2,2,1,1,1033,9,400,3.0,4,3,1,5,5,1,1,1,4,4,1,1994,2,3306.35268827862,False,False
4,4,4,18,2,2,9,2,2,2,59.0,2,1,1,1,1034,11,400,4.0,4,3,4,7,8,1,1,1,1,4,1,1994,1,8709.66899534132,False,False
3,3,6,3,2,8,4,3,2,3,27.0,2,1,1,2,1035,13,400,1.0,4,3,1,5,5,1,1,1,4,4,1,1994,1,50201.4284480754,False,False
9,4,7,18,1,6,10,4,2,3,64.0,1,2,1,1,1036,6,400,2.0,4,3,2,6,8,1,1,1,2,4,1,1994,2,5658.22146171544,False,False
8,3,2,10,2,8,9,3,2,2,48.0,2,2,1,1,1037,16,400,1.0,4,3,1,4,7,1,1,1,1,4,1,1994,2,5127.54369658992,False,False
8,2,5,3,2,6,9,3,2,2,49.0,1,3,2,2,1038,1,400,4.0,4,3,2,7,7,1,1,1,1,4,1,1994,3,36553.1004525098,False,False
8,2,2,7,2,7,9,2,2,3,0.0,1,3,2,6,1039,9,400,1.0,4,3,2,8,1,1,1,1,4,4,1,1994,3,53588.1053558173,False,False
8,4,5,3,2,2,2,1,1,3,33.0,1,2,1,1,1040,7,400,3.0,4,3,2,5,5,1,1,1,2,4,1,1994,2,5445.62793069868,False,False
8,4,2,7,2,6,9,4,1,3,43.0,2,3,2,1,1041,12,400,1.0,4,3,2,6,6,1,1,1,2,4,1,1994,3,4905.33964109673,False,False
8,3,3,3,1,3,9,4,2,3,34.0,1,2,1,2,1042,15,400,2.0,4,3,2,5,5,1,1,1,3,4,1,1994,2,67031.3679947879,False,False
1,1,2,7,2,3,2,1,2,3,0.0,1,3,2,6,1044,9,400,3.0,4,3,2,8,1,1,1,1,4,4,1,1994,3,55138.1526893316,False,False
8,2,7,1,2,8,9,4,1,3,26.0,1,2,1,2,1045,12,400,1.0,4,3,1,5,5,1,1,1,4,4,1,1994,2,69927.8940723104,False,False
8,5,5,14,2,4,2,1,1,2,37.0,1,3,2,1,1047,3,400,2.0,4,3,2,3,6,1,1,1,3,4,1,1994,3,2450.15770576819,False,False
6,2,4,7,2,3,3,3,2,2,55.0,2,5,2,6,1048,9,400,1.0,4,3,1,7,7,1,1,1,4,4,1,1994,2,83668.4834825504,False,False
7,4,6,7,2,2,7,2,2,2,48.0,2,5,2,6,1049,5,400,3.0,4,3,1,6,7,1,1,1,4,4,1,1994,2,53995.8290123054,False,False
7,4,5,7,2,2,8,4,2,2,52.0,1,3,2,6,1050,5,400,3.0,4,3,3,6,7,1,1,1,2,4,1,1994,3,50754.8040303591,False,False
8,2,2,18,2,4,9,4,2,3,31.0,2,2,1,2,1051,15,400,4.0,4,3,2,6,5,1,1,2,4,4,1,1994,2,14105.5433235685,False,False
1,1,1,18,2,8,2,1,2,2,45.0,1,1,1,2,1052,15,400,2.0,4,3,4,6,6,1,1,1,4,4,1,1994,1,4096.22873473506,False,False
8,5,6,3,2,2,2,1,2,3,31.0,1,1,1,2,1053,14,400,3.0,4,3,2,5,5,1,1,1,3,4,1,1994,1,31524.16199737,False,False
4,1,1,14,2,2,5,2,2,3,35.0,1,1,1,1,1055,14,700,3.0,4,3,4,6,5,1,1,1,4,4,1,1994,1,4148.84500137839,False,False
10,5,6,14,2,7,11,5,1,3,28.0,1,3,2,1,1057,2,400,1.0,4,3,3,4,5,1,1,1,1,4,1,1994,3,28544.6659157129,False,False
11,2,2,18,1,8,12,3,2,3,22.0,1,2,1,2,1058,11,400,4.0,4,3,1,4,4,1,1,1,1,4,1,1994,2,12647.3074632341,False,False
12,2,1,1,2,3,12,1,2,2,50.0,1,7,3,6,1059,4,400,3.0,4,3,1,7,7,1,1,1,4,4,1,1994,1,66390.2336907541,False,False
10,3,4,18,1,7,11,4,1,2,35.0,1,1,1,5,1061,3,400,1.0,4,3,4,4,5,1,1,1,2,4,1,1994,1,5319.92968424255,False,False
4,1,2,14,2,3,5,1,2,3,40.0,1,2,1,1,1062,12,400,4.0,4,3,2,5,6,1,1,1,4,4,1,1994,2,3842.35481635346,False,False
4,1,3,3,2,3,5,2,2,2,43.0,1,1,1,2,1063,6,400,3.0,4,3,2,6,6,1,1,1,3,4,1,1994,1,10176.0169194638,False,False
4,2,2,3,2,6,5,2,2,2,50.0,1,2,1,2,1064,7,400,3.0,4,3,1,7,7,1,1,1,4,4,1,1994,2,19690.4860855401,False,False
5,5,1,6,2,3,6,5,2,2,49.0,1,1,1,5,1065,2,400,2.0,4,3,1,7,7,1,1,1,1,4,1,1994,1,4585.11225730161,False,False
10,4,1,10,2,3,4,1,2,3,44.0,2,3,2,2,1066,6,400,4.0,4,3,1,7,6,1,1,1,3,4,1,1994,3,15834.7712792351,False,False
10,5,2,14,2,6,4,1,2,2,39.0,1,3,2,2,1068,15,400,3.0,4,3,2,7,6,1,1,1,4,4,1,1994,3,10791.3631962153,False,False
10,5,2,1,2,6,4,1,2,2,36.0,1,2,1,6,1069,11,400,2.0,4,3,2,6,6,1,1,1,3,4,1,1994,2,69029.5913970599,False,False
7,3,4,7,1,2,7,2,2,3,0.0,1,1,1,6,1071,15,400,3.0,4,3,4,8,1,1,1,1,4,4,1,1994,1,55178.6339974423,False,False
4,1,3,7,1,6,5,2,2,3,0.0,1,2,1,6,1072,8,400,3.0,4,3,4,8,1,1,1,1,4,2,2,1994,2,59263.7024344489,False,False
7,5,5,7,2,2,7,3,2,2,48.0,1,2,1,6,1074,12,400,4.0,5,3,1,7,7,1,1,1,4,4,1,1994,2,69570.3694294365,False,False
6,4,6,18,2,8,11,4,2,2,65.0,1,1,1,5,1076,2,400,4.0,4,3,4,7,8,1,1,1,4,4,1,1994,1,5032.36079218223,False,False
6,5,4,7,2,7,3,1,1,2,65.0,1,3,2,6,1077,7,400,3.0,4,3,2,6,8,1,1,1,3,4,1,1994,3,52565.741889423,False,False
2,1,5,18,2,8,3,2,1,2,45.0,1,2,1,1,1078,3,400,2.0,4,3,2,2,6,1,1,1,2,4,1,1994,2,7848.28545239379,False,False
2,3,7,14,1,2,3,3,2,2,32.0,1,2,1,1,1079,1,400,2.0,4,3,2,6,5,1,1,1,2,4,1,1994,2,3592.98334657205,False,False
4,1,3,3,2,7,5,2,2,2,31.0,1,2,1,1,1080,4,400,2.0,4,3,2,5,5,1,1,1,4,4,1,1994,2,8331.7554158106,False,False
12,2,6,14,2,8,13,3,2,2,38.0,2,3,2,2,1081,1,400,4.0,4,3,2,7,6,1,1,1,4,4,1,1994,3,25137.6114424981,False,False
12,4,4,7,2,7,13,4,2,3,30.0,1,2,1,5,1082,12,400,1.0,4,3,1,5,5,1,1,1,3,4,1,1994,2,4396.69533003903,False,False
12,5,7,10,2,2,13,5,2,2,29.0,1,3,2,1,1083,7,400,2.0,4,3,2,6,5,1,1,1,1,4,1,1994,3,1252.82807263037,False,False
11,4,2,14,2,2,11,4,2,2,40.0,1,3,2,1,1085,4,400,3.0,4,3,2,6,6,1,1,1,1,4,1,1994,3,9212.0620859788,False,False
4,1,4,18,2,7,5,4,2,3,25.0,2,2,1,6,1086,10,400,4.0,4,3,1,4,4,1,1,1,4,4,1,1994,2,70910.432402714,False,False
10,3,2,14,2,2,11,3,2,2,31.0,1,2,1,1,1087,6,400,3.0,4,3,3,6,5,1,1,1,3,4,1,1994,2,25011.0962372525,False,False
10,4,2,14,2,2,4,1,2,3,26.0,1,2,1,1,1088,5,400,3.0,4,3,1,6,5,1,1,1,2,4,1,1994,2,5884.63812922318,False,False
4,1,4,7,1,3,5,2,2,2,29.0,1,1,1,1,1089,4,400,1.0,4,3,1,6,5,1,1,1,3,4,1,1994,1,5030.50123416429,False,False
10,4,1,19,2,6,4,1,2,2,37.0,1,2,1,2,1090,11,400,4.0,4,3,4,6,6,1,1,1,4,4,1,1994,2,7193.8937197325,False,False
10,4,1,14,1,7,11,5,2,3,44.0,1,3,2,1,1091,9,400,1.0,4,3,4,6,6,1,1,1,4,4,1,1994,3,9137.2739112213,False,False
3,4,4,18,2,8,4,5,2,3,33.0,1,3,2,1,1093,9,400,2.0,4,3,2,6,5,1,1,1,4,1,2,1994,3,6901.80283157938,False,False
1,4,6,18,2,8,2,4,2,2,38.0,1,3,2,2,1094,11,400,1.0,4,3,2,6,6,1,1,1,3,4,1,1994,3,71010.0545090029,False,False
9,3,5,3,2,2,8,4,2,2,26.0,1,2,1,1,1095,12,400,2.0,4,3,2,5,5,1,1,1,1,4,1,1994,2,5604.70477168247,False,False
9,5,7,18,2,6,8,1,2,2,54.0,1,3,2,1,1097,8,400,2.0,4,3,2,7,7,1,1,1,4,4,1,1994,3,2193.12249617539,False,False
2,3,7,7,2,6,3,3,2,3,28.0,1,2,1,1,1099,14,400,4.0,4,3,2,5,5,1,1,1,3,4,1,1994,2,6629.55294768505,False,False
2,3,7,7,2,2,3,4,2,3,43.0,1,2,1,5,1100,12,400,1.0,4,3,2,5,6,1,1,1,3,4,1,1994,2,9795.37532209109,False,False
12,2,6,7,2,3,13,3,2,2,60.0,2,2,1,1,1102,8,400,3.0,4,3,4,5,8,1,1,1,4,4,1,1994,2,8069.5090668272,False,False
10,4,4,7,2,6,11,5,2,2,42.0,2,1,1,1,1105,3,400,3.0,4,3,4,6,6,1,1,1,3,4,1,1994,1,8475.21962473948,False,False
